setpoint [rad], position [rad], velocity [rad/s], current [mA], delta_t [ms]
2.97, 2.97, 0.00, 0.00, 2.55
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.58
2.97, 2.97, 0.00, 0.00, 2.41
2.97, 2.97, 0.00, 0.00, 2.54
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.47
2.97, 2.97, 0.00, 0.00, 2.55
2.97, 2.97, 0.00, 0.00, 2.45
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.54
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.52
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.56
2.97, 2.97, 0.00, 0.00, 2.45
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.52
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.47
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.54
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.46
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.56
2.97, 2.97, 0.00, 0.00, 2.46
2.97, 2.97, 0.00, 0.00, 2.53
2.97, 2.97, 0.00, 0.00, 2.55
2.97, 2.97, 0.00, 0.00, 2.44
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.52
2.97, 2.97, 0.00, 0.00, 2.46
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.98, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.49
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.50
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, 0.00, 2.51
2.97, 2.97, 0.00, -13.45, 2.50
2.97, 2.97, 0.00, 0.00, 2.46
2.97, 2.97, 0.00, 0.00, 2.52
2.97, 2.97, 0.00, 0.00, 2.48
2.97, 2.97, 0.00, 0.00, 2.54
3.29, 2.97, 0.00, 0.00, 2.46
3.29, 2.98, 0.00, 1552.13, 2.53
3.29, 2.99, 0.00, 1396.11, 2.48
3.29, 3.00, 0.02, 903.84, 2.49
3.29, 3.01, 0.14, 570.28, 2.50
3.29, 3.03, 0.24, 368.53, 2.50
3.29, 3.05, 0.46, 239.41, 2.55
3.29, 3.06, 0.65, 174.85, 2.46
3.29, 3.09, 0.98, 104.91, 2.52
3.29, 3.10, 1.37, 83.39, 2.51
3.29, 3.12, 1.65, 69.94, 2.45
3.29, 3.14, 1.97, 61.87, 2.54
3.29, 3.16, 2.47, 43.04, 2.47
3.29, 3.18, 2.81, 40.35, 2.50
3.29, 3.20, 3.36, 45.73, 2.50
3.29, 3.22, 3.74, 34.97, 2.52
3.29, 3.23, 4.27, 26.90, 2.48
3.29, 3.25, 4.60, -242.10, 2.50
3.29, 3.27, 5.04, -788.17, 2.50
3.29, 3.28, 5.30, -1110.97, 2.50
3.29, 3.29, 5.61, -1151.32, 2.50
3.29, 3.30, 5.76, -989.92, 2.51
3.29, 3.30, 5.88, -685.95, 2.50
3.29, 3.30, 5.90, -468.06, 2.48
3.29, 3.30, 5.83, -244.79, 2.50
3.29, 3.29, 5.71, -69.94, 2.51
3.29, 3.29, 5.47, 88.77, 2.50
3.29, 3.29, 5.23, 134.50, 2.49
3.29, 3.29, 4.84, 164.09, 2.50
3.29, 3.29, 4.56, 99.53, 2.50
3.29, 3.29, 4.05, 99.53, 2.50
3.29, 3.29, 3.72, 21.52, 2.50
3.29, 3.29, 3.19, 10.76, 2.52
3.29, 3.29, 2.85, 24.21, 2.49
3.29, 3.29, 2.37, 0.00, 2.51
3.29, 3.29, 2.06, -13.45, 2.49
3.29, 3.29, 1.68, -10.76, 2.49
3.29, 3.29, 1.46, -5.38, 2.50
3.29, 3.29, 1.18, -2.69, 2.50
3.29, 3.29, 1.03, 0.00, 2.50
3.29, 3.29, 0.84, 0.00, 2.50
3.29, 3.29, 0.74, 0.00, 2.50
3.29, 3.29, 0.60, 0.00, 2.51
3.29, 3.29, 0.53, 0.00, 2.49
3.29, 3.29, 0.46, 13.45, 2.50
3.29, 3.29, 0.38, 0.00, 2.51
3.29, 3.29, 0.34, 0.00, 2.52
3.29, 3.29, 0.26, 2.69, 2.49
3.29, 3.29, 0.24, 0.00, 2.49
3.29, 3.29, 0.22, 0.00, 2.53
3.29, 3.29, 0.17, 0.00, 2.48
3.29, 3.29, 0.14, 0.00, 2.53
3.29, 3.29, 0.12, 0.00, 2.48
3.29, 3.29, 0.12, 0.00, 2.52
3.29, 3.29, 0.10, 0.00, 2.48
3.29, 3.29, 0.07, 0.00, 2.51
3.29, 3.29, 0.07, 0.00, 2.52
3.29, 3.29, 0.05, 0.00, 2.45
3.29, 3.29, 0.05, 0.00, 2.50
3.29, 3.29, 0.02, 0.00, 2.54
3.29, 3.29, 0.02, 0.00, 2.46
3.29, 3.29, 0.02, 0.00, 2.51
3.29, 3.29, 0.02, 0.00, 2.48
3.29, 3.29, 0.02, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.44
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 5.38, 2.52
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 5.38, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 10.76, 2.52
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 3.02
3.29, 3.29, 0.00, 0.00, 2.10
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.41
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.63
3.29, 3.29, 0.00, 0.00, 2.39
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.43
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.57
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.56
3.29, 3.29, 0.00, 0.00, 2.44
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.63
3.29, 3.29, 0.00, 0.00, 2.36
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.62
3.29, 3.29, 0.00, 0.00, 2.40
3.29, 3.29, 0.00, 0.00, 2.56
3.29, 3.29, 0.00, 0.00, 2.41
3.29, 3.29, 0.00, 0.00, 2.57
3.29, 3.29, 0.00, 0.00, 2.43
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.56
3.29, 3.29, 0.00, 0.00, 2.44
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.62
3.29, 3.29, 0.00, 0.00, 2.38
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.42
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.55
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.56
3.29, 3.29, 0.00, 0.00, 2.44
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.42
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.52
3.29, 3.29, 0.00, 0.00, 2.48
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.49
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.46
3.29, 3.29, 0.00, 0.00, 2.53
3.29, 3.29, 0.00, 0.00, 2.47
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.51
3.29, 3.29, 0.00, 0.00, 2.50
3.29, 3.29, 0.00, 0.00, 2.54
3.29, 3.29, 0.00, 0.00, 2.45
3.29, 3.29, 0.00, 0.00, 2.56
3.20, 3.29, 0.00, 0.00, 2.44
3.20, 3.29, 0.00, -1530.61, 2.53
3.20, 3.28, 0.00, -1428.39, 2.46
3.20, 3.27, -0.05, -938.81, 2.53
3.20, 3.25, -0.14, -610.63, 2.47
3.20, 3.24, -0.24, 32.28, 2.61
3.20, 3.22, -0.46, 624.08, 2.39
3.20, 3.21, -0.62, 906.53, 2.50
3.20, 3.20, -0.91, 1008.75, 2.50
3.20, 3.20, -1.08, 858.11, 2.51
3.20, 3.20, -1.37, 637.53, 2.50
3.20, 3.20, -1.51, 392.74, 2.52
3.20, 3.20, -1.73, 225.96, 2.48
3.20, 3.20, -1.85, 51.11, 2.50
3.20, 3.20, -1.99, -29.59, 2.52
3.20, 3.20, -2.06, -78.01, 2.48
3.20, 3.20, -2.09, -96.84, 2.50
3.20, 3.20, -2.06, -91.46, 2.50
3.20, 3.21, -1.97, -72.63, 2.50
3.20, 3.20, -1.85, -61.87, 2.51
3.20, 3.20, -1.63, -13.45, 2.50
3.20, 3.20, -1.46, -10.76, 2.49
3.20, 3.20, -1.22, 0.00, 2.51
3.20, 3.20, -1.06, -8.07, 2.50
3.20, 3.20, -0.84, -10.76, 2.52
3.20, 3.20, -0.72, 0.00, 2.48
3.20, 3.20, -0.58, 0.00, 2.50
3.20, 3.20, -0.48, -13.45, 2.50
3.20, 3.20, -0.38, 0.00, 2.50
3.20, 3.20, -0.34, 0.00, 2.49
3.20, 3.20, -0.26, -16.14, 2.50
3.20, 3.20, -0.24, 0.00, 2.50
3.20, 3.20, -0.19, 0.00, 2.50
3.20, 3.20, -0.17, 0.00, 2.50
3.20, 3.20, -0.14, 0.00, 2.50
3.20, 3.20, -0.12, 0.00, 2.51
3.20, 3.20, -0.10, 0.00, 2.51
3.20, 3.20, -0.10, 0.00, 2.48
3.20, 3.20, -0.07, 0.00, 2.50
3.20, 3.20, -0.07, 0.00, 2.50
3.20, 3.20, -0.05, 0.00, 2.50
3.20, 3.20, -0.05, 0.00, 2.54
3.20, 3.20, -0.02, 0.00, 2.45
3.20, 3.20, -0.02, 0.00, 2.54
3.20, 3.20, -0.02, 0.00, 2.46
3.20, 3.20, -0.02, 0.00, 2.52
3.20, 3.20, -0.02, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.21, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, -2.69, 2.47
3.20, 3.20, 0.00, 0.00, 2.54
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.45
3.20, 3.20, 0.00, 0.00, 2.48
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.52
3.20, 3.20, 0.00, 0.00, 2.47
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.55
3.20, 3.20, 0.00, 0.00, 2.46
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.50
3.20, 3.20, 0.00, 0.00, 2.51
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.49
3.20, 3.20, 0.00, 0.00, 2.51
